rowIndex,Name,mapId,slug,url,file_all,type,collection
2,47th Street BID,5ca384fbcb5baf0001a11b47,47th-street-bid,https://share.livexyz.com/maplist/5ca384fbcb5baf0001a11b47?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca384fbcb5baf0001a11b47__47th-street-bid.jpg,geography,corridor
3,161st Street BID,5ca3839ef7787b00017c0dae,161st-street-bid,https://share.livexyz.com/maplist/5ca3839ef7787b00017c0dae?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca3839ef7787b00017c0dae__161st-street-bid.jpg,geography,corridor
4,Bayside Village,5ca38484f7787b00017c0e11,bayside-village,https://share.livexyz.com/maplist/5ca38484f7787b00017c0e11?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca38484f7787b00017c0e11__bayside-village.jpg,geography,corridor
5,Bed-Stuy Gateway BID,5ca3841cf7787b00017c0ddb,bed-stuy-gateway-bid,https://share.livexyz.com/maplist/5ca3841cf7787b00017c0ddb?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca3841cf7787b00017c0ddb__bed-stuy-gateway-bid.jpg,geography,corridor
6,Chinatown,5ca384b6f7787b00017c0e1e,chinatown,https://share.livexyz.com/maplist/5ca384b6f7787b00017c0e1e?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca384b6f7787b00017c0e1e__chinatown.jpg,geography,corridor
7,Flatiron District Map,5abbed44bd3dd800044f7acb,flatiron-district-map,https://share.livexyz.com/maplist/5abbed44bd3dd800044f7acb?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5abbed44bd3dd800044f7acb__flatiron-district-map.jpg,geography,corridor
8,Fordham Road BID,5ca384afcb5baf0001a11b2f,fordham-road-bid,https://share.livexyz.com/maplist/5ca384afcb5baf0001a11b2f?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca384afcb5baf0001a11b2f__fordham-road-bid.jpg,geography,corridor
9,Grand Central Partnership District,5ab52e6e0d438e000403bf28,grand-central-partnership-district,https://share.livexyz.com/maplist/5ab52e6e0d438e000403bf28?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ab52e6e0d438e000403bf28__grand-central-partnership-district.jpg,geography,corridor
10,Kings Highway BID,5ca38367cb5baf0001a11aac,kings-highway-bid,https://share.livexyz.com/maplist/5ca38367cb5baf0001a11aac?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca38367cb5baf0001a11aac__kings-highway-bid.jpg,geography,corridor
11,Kingsbridge BID,5ca38304cb5baf0001a11a57,kingsbridge-bid,https://share.livexyz.com/maplist/5ca38304cb5baf0001a11a57?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca38304cb5baf0001a11a57__kingsbridge-bid.jpg,geography,corridor
12,Lincoln Square BID,5ca3848ecb5baf0001a11b22,lincoln-square-bid,https://share.livexyz.com/maplist/5ca3848ecb5baf0001a11b22?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca3848ecb5baf0001a11b22__lincoln-square-bid.jpg,geography,corridor
13,NoHo BID,5ca383faf7787b00017c0dd1,noho-bid,https://share.livexyz.com/maplist/5ca383faf7787b00017c0dd1?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca383faf7787b00017c0dd1__noho-bid.jpg,geography,corridor
14,Pitkin Avenue BID,5ca38341cb5baf0001a11a91,pitkin-avenue-bid,https://share.livexyz.com/maplist/5ca38341cb5baf0001a11a91?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca38341cb5baf0001a11a91__pitkin-avenue-bid.jpg,geography,corridor
15,82nd Street BID,5ca38444cb5baf0001a11b06,82nd-street-bid,https://share.livexyz.com/maplist/5ca38444cb5baf0001a11b06?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca38444cb5baf0001a11b06__82nd-street-bid.jpg,geography,corridor
16,Belmont BID,5ca384a8f7787b00017c0e17,belmont-bid,https://share.livexyz.com/maplist/5ca384a8f7787b00017c0e17?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca384a8f7787b00017c0e17__belmont-bid.jpg,geography,corridor
17,Brighton Beach BID,5ca38383cb5baf0001a11ab0,brighton-beach-bid,https://share.livexyz.com/maplist/5ca38383cb5baf0001a11ab0?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca38383cb5baf0001a11ab0__brighton-beach-bid.jpg,geography,corridor
18,Church Avenue BID,5ca383b3cb5baf0001a11ac1,church-avenue-bid,https://share.livexyz.com/maplist/5ca383b3cb5baf0001a11ac1?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca383b3cb5baf0001a11ac1__church-avenue-bid.jpg,geography,corridor
19,Columbus Avenue BID,5ca384ddcb5baf0001a11b3b,columbus-avenue-bid,https://share.livexyz.com/maplist/5ca384ddcb5baf0001a11b3b?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca384ddcb5baf0001a11b3b__columbus-avenue-bid.jpg,geography,corridor
20,Downtown Brooklyn Partnership,5b201f5a03b7900003eec8a3,downtown-brooklyn-partnership,https://share.livexyz.com/maplist/5b201f5a03b7900003eec8a3?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5b201f5a03b7900003eec8a3__downtown-brooklyn-partnership.jpg,geography,corridor
21,Downtown Flushing,5ca383cff7787b00017c0dc3,downtown-flushing,https://share.livexyz.com/maplist/5ca383cff7787b00017c0dc3?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca383cff7787b00017c0dc3__downtown-flushing.jpg,geography,corridor
22,DUMBO,5ca38431cb5baf0001a11af1,dumbo,https://share.livexyz.com/maplist/5ca38431cb5baf0001a11af1?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca38431cb5baf0001a11af1__dumbo.jpg,geography,corridor
23,East Brooklyn BID,5ca3835ff7787b00017c0d97,east-brooklyn-bid,https://share.livexyz.com/maplist/5ca3835ff7787b00017c0d97?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca3835ff7787b00017c0d97__east-brooklyn-bid.jpg,geography,corridor
24,East Midtown Partnership,5c61c20f0f153c0001d19441,east-midtown-partnership,https://share.livexyz.com/maplist/5c61c20f0f153c0001d19441?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5c61c20f0f153c0001d19441__east-midtown-partnership.jpg,geography,corridor
25,Garment District Official Guide,5cc8c52f42ec090001fee27a,garment-district-official-guide,https://share.livexyz.com/maplist/5cc8c52f42ec090001fee27a?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5cc8c52f42ec090001fee27a__garment-district-official-guide.jpg,geography,corridor
26,Jerome-Gun Hill BID,5ca383d5cb5baf0001a11acd,jerome-gun-hill-bid,https://share.livexyz.com/maplist/5ca383d5cb5baf0001a11acd?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca383d5cb5baf0001a11acd__jerome-gun-hill-bid.jpg,geography,corridor
27,125th Street BID,5ca3837cf7787b00017c0da1,125th-street-bid,https://share.livexyz.com/maplist/5ca3837cf7787b00017c0da1?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca3837cf7787b00017c0da1__125th-street-bid.jpg,geography,corridor
28,165th Street BID,5ca384c2cb5baf0001a11b33,165th-street-bid,https://share.livexyz.com/maplist/5ca384c2cb5baf0001a11b33?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca384c2cb5baf0001a11b33__165th-street-bid.jpg,geography,corridor
29,14th Street BID,5ca38494cb5baf0001a11b26,14th-street-bid,https://share.livexyz.com/maplist/5ca38494cb5baf0001a11b26?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca38494cb5baf0001a11b26__14th-street-bid.jpg,geography,corridor
30,180th Street BID,5ca383dcf7787b00017c0dca,180th-street-bid,https://share.livexyz.com/maplist/5ca383dcf7787b00017c0dca?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca383dcf7787b00017c0dca__180th-street-bid.jpg,geography,corridor
31,34th Street BID,5ca383acf7787b00017c0db3,34th-street-bid,https://share.livexyz.com/maplist/5ca383acf7787b00017c0db3?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca383acf7787b00017c0db3__34th-street-bid.jpg,geography,corridor
32,86th Street Bay Ridge BID,5ca38331cb5baf0001a11a80,86th-street-bay-ridge-bid,https://share.livexyz.com/maplist/5ca38331cb5baf0001a11a80?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca38331cb5baf0001a11a80__86th-street-bay-ridge-bid.jpg,geography,corridor
33,Bay Ridge 5th Avenue BID,5b805aeab3af030004f2c221,bay-ridge-5th-avenue-bid,https://share.livexyz.com/maplist/5b805aeab3af030004f2c221?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5b805aeab3af030004f2c221__bay-ridge-5th-avenue-bid.jpg,geography,corridor
34,Bryant Park BID,5ca3838acb5baf0001a11ab5,bryant-park-bid,https://share.livexyz.com/maplist/5ca3838acb5baf0001a11ab5?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca3838acb5baf0001a11ab5__bryant-park-bid.jpg,geography,corridor
35,Church-Flatbush Community Alliance,64d993cd1ed4e1000180ef66,church-flatbush-community-alliance,https://share.livexyz.com/maplist/64d993cd1ed4e1000180ef66?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/64d993cd1ed4e1000180ef66__church-flatbush-community-alliance.jpg,geography,corridor
36,Court-Livingston Schermerhorn BID,5b201e3d03b7900003eec65e,court-livingston-schermerhorn-bid,https://share.livexyz.com/maplist/5b201e3d03b7900003eec65e?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5b201e3d03b7900003eec65e__court-livingston-schermerhorn-bid.jpg,geography,corridor
37,Downtown Alliance,5b8ff65df7411e0004b836c3,downtown-alliance,https://share.livexyz.com/maplist/5b8ff65df7411e0004b836c3?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5b8ff65df7411e0004b836c3__downtown-alliance.jpg,geography,corridor
38,Flatbush Avenue BID,5ca383c2f7787b00017c0dbc,flatbush-avenue-bid,https://share.livexyz.com/maplist/5ca383c2f7787b00017c0dbc?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca383c2f7787b00017c0dbc__flatbush-avenue-bid.jpg,geography,corridor
39,Forest Avenue BID,5ca38468f7787b00017c0e03,forest-avenue-bid,https://share.livexyz.com/maplist/5ca38468f7787b00017c0e03?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca38468f7787b00017c0e03__forest-avenue-bid.jpg,geography,corridor
40,Hudson Square,5ca38461f7787b00017c0e00,hudson-square,https://share.livexyz.com/maplist/5ca38461f7787b00017c0e00?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca38461f7787b00017c0e00__hudson-square.jpg,geography,corridor
41,Lower East Side BID,5ca384c8cb5baf0001a11b36,lower-east-side-bid,https://share.livexyz.com/maplist/5ca384c8cb5baf0001a11b36?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca384c8cb5baf0001a11b36__lower-east-side-bid.jpg,geography,corridor
42,MetroTech BID,5b20241803b7900003eed0b8,metrotech-bid,https://share.livexyz.com/maplist/5b20241803b7900003eed0b8?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5b20241803b7900003eed0b8__metrotech-bid.jpg,geography,corridor
43,Morris Park BID,6088c133a1a2190001e08281,morris-park-bid,https://share.livexyz.com/maplist/6088c133a1a2190001e08281?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/6088c133a1a2190001e08281__morris-park-bid.jpg,geography,corridor
44,North Flatbush Ave BID,5b203eecf9dbfe0003200a5d,north-flatbush-ave-bid,https://share.livexyz.com/maplist/5b203eecf9dbfe0003200a5d?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5b203eecf9dbfe0003200a5d__north-flatbush-ave-bid.jpg,geography,corridor
45,5th Avenue BID,5ca38507f7787b00017c0e3c,5th-avenue-bid,https://share.livexyz.com/maplist/5ca38507f7787b00017c0e3c?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca38507f7787b00017c0e3c__5th-avenue-bid.jpg,geography,corridor
46,Atlantic Avenue BID,5ca3846ff7787b00017c0e06,atlantic-avenue-bid,https://share.livexyz.com/maplist/5ca3846ff7787b00017c0e06?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca3846ff7787b00017c0e06__atlantic-avenue-bid.jpg,geography,corridor
47,Castle Hill BID,64d9937a1ed4e1000180ef5c,castle-hill-bid,https://share.livexyz.com/maplist/64d9937a1ed4e1000180ef5c?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/64d9937a1ed4e1000180ef5c__castle-hill-bid.jpg,geography,corridor
48,Columbus Amsterdam BID,5ca384bcf7787b00017c0e20,columbus-amsterdam-bid,https://share.livexyz.com/maplist/5ca384bcf7787b00017c0e20?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca384bcf7787b00017c0e20__columbus-amsterdam-bid.jpg,geography,corridor
49,Flatbush-Nostrand Junction BID,5ca38349f7787b00017c0d8b,flatbush-nostrand-junction-bid,https://share.livexyz.com/maplist/5ca38349f7787b00017c0d8b?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca38349f7787b00017c0d8b__flatbush-nostrand-junction-bid.jpg,geography,corridor
50,FAB Fulton,5d5d523ef2510e000107f249,fab-fulton,https://share.livexyz.com/maplist/5d5d523ef2510e000107f249?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5d5d523ef2510e000107f249__fab-fulton.jpg,geography,corridor
51,Fulton Mall Improvement Association,5b201ee103b7900003eec766,fulton-mall-improvement-association,https://share.livexyz.com/maplist/5b201ee103b7900003eec766?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5b201ee103b7900003eec766__fulton-mall-improvement-association.jpg,geography,corridor
52,Graham Avenue BID,5ca383f2f7787b00017c0dce,graham-avenue-bid,https://share.livexyz.com/maplist/5ca383f2f7787b00017c0dce?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca383f2f7787b00017c0dce__graham-avenue-bid.jpg,geography,corridor
53,Grand Street BID,5b8ff68ef7411e0004b836d6,grand-street-bid,https://share.livexyz.com/maplist/5b8ff68ef7411e0004b836d6?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5b8ff68ef7411e0004b836d6__grand-street-bid.jpg,geography,corridor
54,Gateway JFK BID,5ca6659a20eeea00019038e0,gateway-jfk-bid,https://share.livexyz.com/maplist/5ca6659a20eeea00019038e0?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca6659a20eeea00019038e0__gateway-jfk-bid.jpg,geography,corridor
55,Hudson Yards/Hell's Kitchen,5ca384d0f7787b00017c0e28,hudson-yards-hell-s-kitchen,https://share.livexyz.com/maplist/5ca384d0f7787b00017c0e28?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca384d0f7787b00017c0e28__hudson-yards-hell-s-kitchen.jpg,geography,corridor
56,Downtown Jamaica Partnership,5ca38358f7787b00017c0d95,downtown-jamaica-partnership,https://share.livexyz.com/maplist/5ca38358f7787b00017c0d95?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca38358f7787b00017c0d95__downtown-jamaica-partnership.jpg,geography,corridor
57,Long Island City,5c623ffd0f153c0001d1b556,long-island-city,https://share.livexyz.com/maplist/5c623ffd0f153c0001d1b556?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5c623ffd0f153c0001d1b556__long-island-city.jpg,geography,corridor
58,Madison Avenue BID,5ca384f0cb5baf0001a11b43,madison-avenue-bid,https://share.livexyz.com/maplist/5ca384f0cb5baf0001a11b43?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca384f0cb5baf0001a11b43__madison-avenue-bid.jpg,geography,corridor
59,Meatpacking BID,5ca3847dcb5baf0001a11b1d,meatpacking-bid,https://share.livexyz.com/maplist/5ca3847dcb5baf0001a11b1d?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca3847dcb5baf0001a11b1d__meatpacking-bid.jpg,geography,corridor
60,Montague Street BID,5ca38401cb5baf0001a11add,montague-street-bid,https://share.livexyz.com/maplist/5ca38401cb5baf0001a11add?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca38401cb5baf0001a11add__montague-street-bid.jpg,geography,corridor
61,Myrtle Avenue BID,5ca383a5f7787b00017c0db0,myrtle-avenue-bid,https://share.livexyz.com/maplist/5ca383a5f7787b00017c0db0?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca383a5f7787b00017c0db0__myrtle-avenue-bid.jpg,geography,corridor
62,Myrtle Avenue Brooklyn Partnership,5b200d7cf9dbfe00031f8979,myrtle-avenue-brooklyn-partnership,https://share.livexyz.com/maplist/5b200d7cf9dbfe00031f8979?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5b200d7cf9dbfe00031f8979__myrtle-avenue-brooklyn-partnership.jpg,geography,corridor
63,New Dorp BID,5ca3831ef7787b00017c0d5d,new-dorp-bid,https://share.livexyz.com/maplist/5ca3831ef7787b00017c0d5d?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca3831ef7787b00017c0d5d__new-dorp-bid.jpg,geography,corridor
64,Park Slope 5th Avenue BID,5ca38314f7787b00017c0d49,park-slope-5th-avenue-bid,https://share.livexyz.com/maplist/5ca38314f7787b00017c0d49?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca38314f7787b00017c0d49__park-slope-5th-avenue-bid.jpg,geography,corridor
65,SoHo Broadway BID,5ca3845acb5baf0001a11b17,soho-broadway-bid,https://share.livexyz.com/maplist/5ca3845acb5baf0001a11b17?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca3845acb5baf0001a11b17__soho-broadway-bid.jpg,geography,corridor
66,Village Alliance BID,5ca3849acb5baf0001a11b28,village-alliance-bid,https://share.livexyz.com/maplist/5ca3849acb5baf0001a11b28?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca3849acb5baf0001a11b28__village-alliance-bid.jpg,geography,corridor
67,Hamilton Heights-Sugar Hill,64191b907ca8180001dce80d,hamilton-heights-sugar-hill,https://share.livexyz.com/maplist/64191b907ca8180001dce80d?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/64191b907ca8180001dce80d__hamilton-heights-sugar-hill.jpg,geography,neighborhood
68,Greenpoint,641ba97909ab0c0001c080f5,greenpoint,https://share.livexyz.com/maplist/641ba97909ab0c0001c080f5?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/641ba97909ab0c0001c080f5__greenpoint.jpg,geography,neighborhood
69,East Williamsburg,641ba98ca579430001d27ccf,east-williamsburg,https://share.livexyz.com/maplist/641ba98ca579430001d27ccf?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/641ba98ca579430001d27ccf__east-williamsburg.jpg,geography,neighborhood
70,Bedford-Stuyvesant (West),641ba9be09ab0c0001c08100,bedford-stuyvesant-west,https://share.livexyz.com/maplist/641ba9be09ab0c0001c08100?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/641ba9be09ab0c0001c08100__bedford-stuyvesant-west.jpg,geography,neighborhood
71,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,641ba9dea579430001d27cdd,carroll-gardens-cobble-hill-gowanus-red-hook,https://share.livexyz.com/maplist/641ba9dea579430001d27cdd?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/641ba9dea579430001d27cdd__carroll-gardens-cobble-hill-gowanus-red-hook.jpg,geography,neighborhood
72,Ocean Hill,641baa1a09ab0c0001c0810d,ocean-hill,https://share.livexyz.com/maplist/641baa1a09ab0c0001c0810d?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/641baa1a09ab0c0001c0810d__ocean-hill.jpg,geography,neighborhood
73,East Flatbush-Erasmus,641baa2509ab0c0001c08110,east-flatbush-erasmus,https://share.livexyz.com/maplist/641baa2509ab0c0001c08110?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/641baa2509ab0c0001c08110__east-flatbush-erasmus.jpg,geography,neighborhood
74,East Flatbush-Rugby,641baa40a579430001d27cef,east-flatbush-rugby,https://share.livexyz.com/maplist/641baa40a579430001d27cef?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/641baa40a579430001d27cef__east-flatbush-rugby.jpg,geography,neighborhood
75,Greenwich Village,641baa4d09ab0c0001c08118,greenwich-village,https://share.livexyz.com/maplist/641baa4d09ab0c0001c08118?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/641baa4d09ab0c0001c08118__greenwich-village.jpg,geography,neighborhood
76,East Harlem (South),641baa65a579430001d27cf7,east-harlem-south,https://share.livexyz.com/maplist/641baa65a579430001d27cf7?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/641baa65a579430001d27cf7__east-harlem-south.jpg,geography,neighborhood
77,South Williamsburg,6423aee319e40f0001ec9632,south-williamsburg,https://share.livexyz.com/maplist/6423aee319e40f0001ec9632?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/6423aee319e40f0001ec9632__south-williamsburg.jpg,geography,neighborhood
78,SoHo-Little Italy-Hudson Square,6423aef619e40f0001ec9635,soho-little-italy-hudson-square,https://share.livexyz.com/maplist/6423aef619e40f0001ec9635?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/6423aef619e40f0001ec9635__soho-little-italy-hudson-square.jpg,geography,neighborhood
79,Flatbush (West)-Ditmas Park-Parkville,6426540819e40f0001edbca4,flatbush-west-ditmas-park-parkville,https://share.livexyz.com/maplist/6426540819e40f0001edbca4?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/6426540819e40f0001edbca4__flatbush-west-ditmas-park-parkville.jpg,geography,neighborhood
80,Concourse-Concourse Village,6426541428d8b6000178f215,concourse-concourse-village,https://share.livexyz.com/maplist/6426541428d8b6000178f215?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/6426541428d8b6000178f215__concourse-concourse-village.jpg,geography,neighborhood
81,Sunnyside Shines,5ca38407f7787b00017c0dd4,sunnyside-shines,https://share.livexyz.com/maplist/5ca38407f7787b00017c0dd4?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca38407f7787b00017c0dd4__sunnyside-shines.jpg,geography,corridor
82,Sunset Park 5th Avenue BID,5ca383c9f7787b00017c0dbf,sunset-park-5th-avenue-bid,https://share.livexyz.com/maplist/5ca383c9f7787b00017c0dbf?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca383c9f7787b00017c0dbf__sunset-park-5th-avenue-bid.jpg,geography,corridor
83,Sutphin Boulevard BID,5ca38439cb5baf0001a11af8,sutphin-boulevard-bid,https://share.livexyz.com/maplist/5ca38439cb5baf0001a11af8?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca38439cb5baf0001a11af8__sutphin-boulevard-bid.jpg,geography,corridor
84,West Village BID,635946f425ddc90001f2d343,west-village-bid,https://share.livexyz.com/maplist/635946f425ddc90001f2d343?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/635946f425ddc90001f2d343__west-village-bid.jpg,geography,corridor
85,Westchester Square,5ca38423cb5baf0001a11ae9,westchester-square,https://share.livexyz.com/maplist/5ca38423cb5baf0001a11ae9?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/5ca38423cb5baf0001a11ae9__westchester-square.jpg,geography,corridor
86,Midwood,64191b807ca8180001dce809,midwood,https://share.livexyz.com/maplist/64191b807ca8180001dce809?theme=dark&tags=&pinSize=&pinColor=&zoom=&bearing=&lat=&lng=&showSubwayLines=,assets/all/64191b807ca8180001dce809__midwood.jpg,geography,neighborhood
